"","L1","L2","L3","L4","L5","L9","Level","SY","GE","VEND","ITEM","VOL_EQ","PRODUCT.TYPE","SUGAR.CONTENT","PROCESS","TEXTURE","FLAVOR.SCENT","SIZE","SALT.SODIUM.CONTENT"
"00-03-45300-29900","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRMY PBTR 80OZ",9,0,3,45300,29900,5,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-02-45300-00298","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRMY PBTR 96OZ",9,0,2,45300,298,6,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-45300-00298","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRMY PBTR 96OZ",9,0,1,45300,298,6,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-45300-00006","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRMY PNTSP 18OZ",9,0,1,45300,6,1.125,"PEANUT SPREAD","NO SUGAR ADDED","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-02-45300-00035","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR 12OZ",9,0,2,45300,35,0.75,"PEANUT BUTTER","REGULAR","MISSING","CRUNCHY","REGULAR","MISSING","MISSING"
"00-01-45300-00540","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR 16.3OZ",9,0,1,45300,540,1.0187,"PEANUT BUTTER","MISSING","MISSING","CRUNCHY","REGULAR","MISSING","MISSING"
"00-02-45300-00045","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR 18OZ",9,0,2,45300,45,1.125,"PEANUT BUTTER","REGULAR","MISSING","CRUNCHY","REGULAR","MISSING","MISSING"
"00-02-45300-00119","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR 22OZ",9,0,2,45300,119,1.375,"PEANUT BUTTER","REGULAR","MISSING","CRUNCHY","REGULAR","REGULAR","REGULAR SALT LEVEL"
"00-01-45300-69700","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR 22OZ",9,0,1,45300,69700,1.375,"PEANUT BUTTER","REGULAR","MISSING","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-45300-00055","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR 28OZ",9,0,1,45300,55,1.75,"PEANUT BUTTER","REGULAR","MISSING","CRUNCHY","REGULAR","MISSING","MISSING"
"00-02-45300-00065","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR 40OZ",9,0,2,45300,65,2.5,"PEANUT BUTTER","MISSING","MISSING","CRUNCHY","REGULAR","MISSING","MISSING"
"00-03-45300-29901","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR 80OZ",9,0,3,45300,29901,5,"PEANUT BUTTER","REGULAR SUGAR LEVEL","MISSING","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-45300-00299","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR 96OZ",9,0,1,45300,299,6,"PEANUT BUTTER","REGULAR","MISSING","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-45300-69701","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG SMTH PBTR 22OZ",9,0,1,45300,69701,1.375,"PEANUT BUTTER","MISSING","MISSING","SMOOTH","REGULAR","MISSING","MISSING"
"00-01-45300-00538","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN HYRST CRMY PBTR 16.3OZ",9,0,1,45300,538,1.0187,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","HONEY ROASTED","MISSING","MISSING"
"00-01-45300-00536","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRMY PBTR NTRL 16.3OZ",9,0,1,45300,536,1.0187,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"00-01-45300-00537","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRNC PBTR NTRL 16.3OZ",9,0,1,45300,537,1.0187,"PEANUT BUTTER","REGULAR","NATURAL","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-45300-29902","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN HYRST CRMY PBTR 28OZ",9,0,1,45300,29902,1.75,"PEANUT BUTTER","MISSING","100% NATURAL","CREAMY","HONEY ROASTED","MISSING","MISSING"
"00-01-45300-29903","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRMY PBTR 100NT 28OZ",9,0,1,45300,29903,1.75,"PEANUT BUTTER","MISSING","100% NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"27-01-04200-26342","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG CRMY PBTR 16.3OZ",9,27,1,4200,26342,1.0187,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-45300-00511","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN REG WPCMY PBTR 9.3OZ",9,0,1,45300,511,0.5813,"PEANUT BUTTER","1/3 LESS SUGAR","MISSING","WHIPPED CREAMY","REGULAR","MISSING","MISSING"
"27-01-00001-98502","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN","+PTPAN ASST PBTR 16.3OZ",9,27,1,1,98502,1.0187,"PEANUT BUTTER","MISSING","MISSING","ASSORTED","MISSING","MISSING","MISSING"
"00-01-45300-00500","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN PLUS","+PTPAP REG CRMY PBTR 16.3OZ",9,0,1,45300,500,1.0187,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-45300-00271","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN PLUS","+PTPAP REG CRMY PBTR 17.6OZ",9,0,1,45300,271,1.1,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-45300-00272","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN PLUS","+PTPAP REG XCRNC PBTR 17.6OZ",9,0,1,45300,272,1.1,"PEANUT BUTTER","REGULAR SUGAR LEVEL","MISSING","EXTRA CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-45300-00544","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN SMART CHOICE","+PPSMC REG CRMY PBTSD 16.3OZ",9,0,1,45300,544,1.0187,"PEANUT SPREAD","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-45300-00227","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN SMART CHOICE","+PPSMC REG CRMY PBTSD 18OZ",9,0,1,45300,227,1.125,"PEANUT BUTTER SPREAD","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-45300-00220","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN SMART CHOICE","+PPSMC REG CRMY PBTSD 28OZ",9,0,1,45300,220,1.75,"PEANUT BUTTER SPREAD","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-45300-00539","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN SMART CHOICE","+PPSMC REG CRNC PBTR 16.3OZ",9,0,1,45300,539,1.0187,"PEANUT BUTTER","REGULAR SUGAR LEVEL","MISSING","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-45300-00228","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN SMART CHOICE","+PPSMC REG CRNC PBTSD 18OZ",9,0,1,45300,228,1.125,"PEANUT BUTTER SPREAD","REGULAR SUGAR LEVEL","MISSING","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-45300-00221","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CONAGRA FOODS INC","CONAGRA FOODS INC","PETER PAN SMART CHOICE","+PPSMC REG CRNC PBTSD 28OZ",9,0,1,45300,221,1.75,"PEANUT BUTTER SPREAD","REGULAR","MISSING","CRUNCHY","REGULAR","MISSING","MISSING"
"00-02-74822-70659","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CRAZY RICHARD'S FOODS INC","CRAZY RICHARD'S FOODS INC","CRAZY RICHARDS","+CZYRD REG CHKY PBTR NTRL 16OZ",9,0,2,74822,70659,1,"PEANUT BUTTER","MISSING","100% NATURAL","CHUNKY","REGULAR","MISSING","MISSING"
"00-01-74822-61063","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","CRAZY RICHARD'S FOODS INC","CRAZY RICHARD'S FOODS INC","CRAZY RICHARDS","+CZYRD REG CRMY PBTR NTRL 16OZ",9,0,1,74822,61063,1,"PEANUT BUTTER","MISSING","100% NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"00-03-84114-02076","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","DIAMOND FOODS INC","KETTLE FOODS INC","KETTLE ROASTER FRESH","+KRSFR REG CRMY PBTR 11.5OZ",9,0,3,84114,2076,0.7188,"PEANUT BUTTER","MISSING","ORGANIC","CREAMY","REGULAR","MISSING","UNSALTED"
"00-03-84114-02075","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","DIAMOND FOODS INC","KETTLE FOODS INC","KETTLE ROASTER FRESH","+KRSFR REG CRNC PBTR 11.5OZ",9,0,3,84114,2075,0.7188,"PEANUT BUTTER","MISSING","ORGANIC","CRUNCHY","REGULAR","MISSING","UNSALTED"
"00-02-84114-02075","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","DIAMOND FOODS INC","KETTLE FOODS INC","ROASTER FRESH","+RSTRF REG CRNC PBTR 11.5OZ",9,0,2,84114,2075,0.7188,"PEANUT BUTTER","REGULAR","ORGANIC","CRUNCHY","REGULAR","MISSING","UNSALTED"
"00-01-16459-20033","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","ELECSON INC.","ELECSON INC.","BETTER N PEANUT BUTTER","+BRPTT CHOC CRMY PBTR 16OZ",9,0,1,16459,20033,1,"PEANUT BUTTER","MISSING","MISSING","CREAMY","CHOCOLATE","MISSING","MISSING"
"00-01-16459-20011","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","ELECSON INC.","ELECSON INC.","BETTER N PEANUT BUTTER","+BRPTT ORGL CRMY PBTSD NTRL 16OZ",9,0,1,16459,20011,1,"PEANUT BUTTER SPREAD","MISSING","NATURAL","CREAMY","ORIGINAL","MISSING","MISSING"
"00-01-16459-20022","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","ELECSON INC.","ELECSON INC.","BETTER N PEANUT BUTTER","+BRPTT REG CRMY PNTSP NTRL 16OZ",9,0,1,16459,20022,1,"PEANUT SPREAD","MISSING","NATURAL","CREAMY","REGULAR","MISSING","LOW SODIUM"
"00-01-16459-20044","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","ELECSON INC.","ELECSON INC.","BETTER N PEANUT BUTTER","+BRPTT BNA CRMY PBTR NTRL 16OZ",9,0,1,16459,20044,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","BANANA","MISSING","MISSING"
"00-03-77028-20000","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","ERBA FOOD PRODS INC","ERBA FOOD PRODS INC","HADDAR","+HADDR REG CRMY PBTR 18OZ",9,0,3,77028,20000,1.125,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-42563-60220","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FIELD DAY","FIELD DAY","FIELD DAY ORGANIC","+FDYOR REG CRNC PBTR ORGNC 18OZ",9,0,1,42563,60220,1.125,"PEANUT BUTTER","REGULAR","ORGANIC","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-42563-60222","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FIELD DAY","FIELD DAY","FIELD DAY ORGANIC","+FDYOR REG CRNC PBTR ORGNC 18OZ",9,0,1,42563,60222,1.125,"PEANUT BUTTER","REGULAR","ORGANIC","CRUNCHY","REGULAR","MISSING","UNSALTED"
"00-01-42563-60219","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FIELD DAY","FIELD DAY","FIELD DAY ORGANIC","+FDYOR REG SMTH PBTR ORGNC 18OZ",9,0,1,42563,60219,1.125,"PEANUT BUTTER","MISSING","ORGANIC","SMOOTH","REGULAR","MISSING","MISSING"
"00-01-42563-60221","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FIELD DAY","FIELD DAY","FIELD DAY ORGANIC","+FDYOR REG SMTH PBTR ORGNC 18OZ",9,0,1,42563,60221,1.125,"PEANUT BUTTER","MISSING","ORGANIC","SMOOTH","REGULAR","MISSING","UNSALTED"
"00-01-31919-00530","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FIFTY50","FIFTY50","FIFTY 50","+FTY50 REG CRMY PBTR 18OZ",9,0,1,31919,530,1.125,"PEANUT BUTTER","NO SUGAR ADDED","MISSING","CREAMY","REGULAR","MISSING","LOW SODIUM"
"00-01-31919-00531","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FIFTY50","FIFTY50","FIFTY 50","+FTY50 REG CRNC PBTR 18OZ",9,0,1,31919,531,1.125,"PEANUT BUTTER","NO SUGAR ADDED","MISSING","CRUNCHY","REGULAR","MISSING","LOW SODIUM"
"06-01-81170-30020","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FIRST INTERNATIONAL HEALTH FOOD","FIRST INTERNATIONAL HEALTH FOO","BRADS ORGANIC","+BDORG REG CRNC PBTR ORGNC 18OZ",9,6,1,81170,30020,1.125,"PEANUT BUTTER","REGULAR","ORGANIC","CRUNCHY","REGULAR","REGULAR","REGULAR SALT LEVEL"
"06-01-81170-30010","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FIRST INTERNATIONAL HEALTH FOOD","FIRST INTERNATIONAL HEALTH FOO","BRADS ORGANIC","+BDORG REG SMTH PBTR ORGNC 18OZ",9,6,1,81170,30010,1.125,"PEANUT BUTTER","MISSING","ORGANIC","SMOOTH","REGULAR","MISSING","MISSING"
"08-01-73893-00556","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FUN CUISINE LLC","FUN CUISINE LLC","SPONGEBOB SQUAREPANTS FUN CUI","+SSFC1 REG CRMY PBCBN 18OZ",9,8,1,73893,556,1.125,"PEANUT BUTTER COMBO","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"08-01-73893-00546","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","FUN CUISINE LLC","FUN CUISINE LLC","SPONGEBOB SQUAREPANTS FUN CUI","+SSFC1 REG CRMY PBTR 18OZ",9,8,1,73893,546,1.125,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"06-01-50614-46501","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","GEORGE WASHINGTON CARVER FOOD","GEORGE WASHINGTON CARVER FOOD","GEORGE WASHINGTON CARVER","+GRGWS REG CRMY PBTR 18OZ",9,6,1,50614,46501,1.125,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"06-01-50614-46502","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","GEORGE WASHINGTON CARVER FOOD","GEORGE WASHINGTON CARVER FOOD","GEORGE WASHINGTON CARVER","+GRGWS REG CRNC PBTR 18OZ",9,6,1,50614,46502,1.125,"PEANUT BUTTER","REGULAR","MISSING","CRUNCHY","REGULAR","MISSING","MISSING"
"07-01-05105-19424","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","GO NUTS CO","GO NUTS CO","GO NUTS CO","+GNTS2 MPL CRMY PBTR 20.3OZ",9,7,1,5105,19424,1.2687,"PEANUT BUTTER","MISSING","MISSING","CREAMY","MAPLE","MISSING","NO SALT"
"07-01-05105-12816","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","GO NUTS CO","GO NUTS CO","GO NUTS CO","+GNTS2 REG CRMY PBTR 20.31OZ",9,7,1,5105,12816,1.2694,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","NO SALT"
"00-01-71258-05005","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","GRIFFIN FOOD CO","GRIFFIN FOOD CO","GRIFFINS","+GRFFN REG CRMY PBTR 18OZ",9,0,1,71258,5005,1.125,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-71258-05000","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","GRIFFIN FOOD CO","GRIFFIN FOOD CO","GRIFFINS","+GRFFN REG CRNC PBTR 18OZ",9,0,1,71258,5000,1.125,"PEANUT BUTTER","REGULAR SUGAR LEVEL","MISSING","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-03-81279-06805","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","GROEB FARMS","GROEB FARMS","GROEB FARMS","+GROEB REG CRMY PBTR 80OZ",9,0,3,81279,6805,5,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-03-75236-18002","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","HALLAM'S INC.","HALLAM'S INC.","HALLAMS","+HALM1 REG CHKY PBTR 100NT 16OZ",9,0,3,75236,18002,1,"PEANUT BUTTER","NO SUGAR ADDED","100% NATURAL","CHUNKY","REGULAR","MISSING","NO SALT ADDED"
"00-02-75236-18001","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","HALLAM'S INC.","HALLAM'S INC.","HALLAMS","+HALM1 REG CRMY PBTR NTRL 16OZ",9,0,2,75236,18001,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"07-01-80994-74226","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","HARRY AND DAVID","HARRY AND DAVID","HARRY AND DAVID","+HYDVD REG CRMY PBTR 6OZ",9,7,1,80994,74226,0.375,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"07-01-73948-20101","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","HILTON SOY FOODS","HILTON SOY FOODS","SCHOOL SAFE SOYBUTTER","+SSFSY REG CRNC PBTR 17.6OZ",9,7,1,73948,20101,1.1,"PEANUT BUTTER","REGULAR","MISSING","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-41429-30050","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","HOLSUM FOODS","HOLSUM FOODS","HOLSUM","+HOLSM REG CRMY PBTR OLFD 16OZ",9,0,1,41429,30050,1,"PEANUT BUTTER","NO SUGAR ADDED","OLD FASHIONED","CREAMY","REGULAR","MISSING","MISSING"
"00-02-41429-30051","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","HOLSUM FOODS","HOLSUM FOODS","HOLSUM","+HOLSM REG CRMY PBTR OLFD 16OZ",9,0,2,41429,30051,1,"PEANUT BUTTER","NO SUGAR ADDED","OLD FASHIONED","CREAMY","REGULAR","REGULAR","NO SALT ADDED"
"00-01-41429-32050","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","HOLSUM FOODS","HOLSUM FOODS","HOLSUM","+HOLSM REG CRNC PBTR OLFD 16OZ",9,0,1,41429,32050,1,"PEANUT BUTTER","NO SUGAR ADDED","OLD FASHIONED","CRUNCHY","REGULAR","REGULAR","REGULAR SALT LEVEL"
"07-01-49512-39134","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","IANS NATURAL FOODS","IANS NATURAL FOODS","IANS PB4 ME","+ISB4M REG CRMY PBTR ORGNC 9OZ",9,7,1,49512,39134,0.5625,"PEANUT BUTTER","MISSING","ORGANIC","CREAMY","REGULAR","MISSING","MISSING"
"07-01-49512-39293","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","IANS NATURAL FOODS","IANS NATURAL FOODS","IANS PB4 ME","+ISB4M REG CRNC PBTR ORGNC 9OZ",9,7,1,49512,39293,0.5625,"PEANUT BUTTER","REGULAR","ORGANIC","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-51500-70020","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 PNT CRMY PBTR NTRL 26OZ",9,0,1,51500,70020,1.625,"PEANUT BUTTER","NO SUGAR","NATURAL","CREAMY","PEANUT","FAMILY","LOW SALT"
"00-01-51500-71020","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 PNT CRNC PBTR NTRL 26OZ",9,0,1,51500,71020,1.625,"PEANUT BUTTER","REGULAR","NATURAL","CRUNCHY","PEANUT","MISSING","REGULAR SALT LEVEL"
"00-01-51500-70016","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 REG CRMY PBTR NTRL 16OZ",9,0,1,51500,70016,1,"PEANUT BUTTER","NO SUGAR","NATURAL","CREAMY","REGULAR","MISSING","LOW SALT"
"00-01-51500-74016","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 REG CRMY PBTR NTRL 16OZ",9,0,1,51500,74016,1,"PEANUT BUTTER","MISSING","100% NATURAL","CREAMY","REGULAR","MISSING","UNSALTED"
"00-01-51500-71000","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 REG CRMY PBTR ORGNC 16OZ",9,0,1,51500,71000,1,"PEANUT BUTTER","MISSING","ORGANIC","CREAMY","REGULAR","MISSING","MISSING"
"00-01-51500-70030","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 REG CRMY PBTR 100NT 36OZ",9,0,1,51500,70030,2.25,"PEANUT BUTTER","MISSING","100% NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"00-01-51500-71016","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 REG CRNC PBTR NTOLF 16OZ",9,0,1,51500,71016,1,"PEANUT BUTTER","MISSING","100% NATURAL","CRUNCHY","REGULAR","MISSING","MISSING"
"00-01-51500-75016","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 REG CRNC PBTR NTRL 16OZ",9,0,1,51500,75016,1,"PEANUT BUTTER","REGULAR","100% NATURAL","CRUNCHY","REGULAR","MISSING","UNSALTED"
"00-01-51500-71001","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 REG CRNC PBTR ORGNC 16OZ",9,0,1,51500,71001,1,"PEANUT BUTTER","REGULAR","ORGANIC","CRUNCHY","REGULAR","MISSING","MISSING"
"00-01-51500-71030","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS","+ADMS2 REG CRNC PBTR 100NT 36OZ",9,0,1,51500,71030,2.25,"PEANUT BUTTER","REGULAR","100% NATURAL","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
"00-01-51500-70013","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS NO STIR","+ADNST REG CRMY PBTR 80OZ",9,0,1,51500,70013,5,"PEANUT BUTTER","NO SUGAR ADDED","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"00-01-51500-75035","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS NO STIR","+ADNST REG CRMY PBTR REG 16OZ",9,0,1,51500,75035,1,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"00-01-51500-75482","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS NO STIR","+ADNST REG CRMY PBTR REG 80OZ",9,0,1,51500,75482,5,"PEANUT BUTTER","MISSING","REGULAR","CREAMY","REGULAR","GIANT","MISSING"
"00-01-51500-75135","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS NO STIR","+ADNST REG CRNC PBTR 16OZ",9,0,1,51500,75135,1,"PEANUT BUTTER","REGULAR","CIRCLED U","CRUNCHY","REGULAR","REGULAR","REGULAR SALT LEVEL"
"00-01-51500-70014","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","J M SMUCKER CO","J M SMUCKER CO","ADAMS NO STIR","+ADNST REG CRNC PBTR 80OZ",9,0,1,51500,70014,5,"PEANUT BUTTER","REGULAR","MISSING","CRUNCHY","REGULAR","MISSING","REGULAR SALT LEVEL"
